,Price,Levy,Manufacturer,Model,Age Of Car,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags
1103,16621,906.8381278879118,NISSAN,X-Terra,15,4,1,5,4,118498,6,0,0,2-3,0,1,6
1105,24932,1024.0,HYUNDAI,H1,10,7,1,1,2.5,84669,4,0,1,4-5,0,12,4
1106,48697,765.0,HYUNDAI,Santa FE,5,4,1,1,2,155797,4,0,1,4-5,0,14,4
1107,19726,906.8381278879118,MERCEDES-BENZ,Sprinter 411,18,2,0,1,2.2 Turbo,280000,4,1,2,2-3,0,14,2
1109,28225,779.0,TOYOTA,RAV 4,7,4,1,5,2.5,59000,6,0,0,4-5,0,1,0
1110,3000,906.8381278879118,OPEL,Sintra,22,7,0,5,2.2,30000,4,1,1,>5,0,11,6
1112,17562,308.0,TOYOTA,Prius C,5,9,0,2,1.5,88000,4,0,1,4-5,0,14,10
1114,42764,1091.0,HYUNDAI,H1,4,10,1,1,2.5,110969,4,0,1,4-5,0,1,4
1116,7840,906.8381278879118,MERCEDES-BENZ,E 500,18,9,1,0,5,315000,8,2,2,4-5,0,2,10
1117,16778,765.0,CHEVROLET,Orlando,5,4,1,4,2,33333,4,0,1,4-5,0,7,4
1118,10192,585.0,TOYOTA,Prius,7,3,1,2,1.8,492642,4,0,1,4-5,0,12,12
1119,24709,836.0,HYUNDAI,Tucson,10,4,1,1,2,151591,4,0,1,4-5,0,14,4
1122,5645,906.8381278879118,BMW,X5 M,15,4,1,5,4.4,1000,8,2,0,4-5,0,1,12
1123,39829,1811.0,LEXUS,GX 460,10,4,1,5,4.6,155821,8,0,0,4-5,0,1,0
1125,9565,2410.0,CHEVROLET,Camaro,10,1,1,5,6.2,217786,8,0,2,2-3,0,2,12
1126,17405,906.8381278879118,TOYOTA,Aqua,8,3,0,5,1.5,148000,4,0,1,4-5,1,1,2
1127,21953,1620.0,MERCEDES-BENZ,Sprinter,14,6,0,1,2.2 Turbo,100000,4,1,2,4-5,0,14,4
1128,54255,1848.0,MERCEDES-BENZ,S 550 ჰიბრიდი,10,9,1,5,4.7,688000,6,2,2,4-5,0,1,12
1129,16621,906.8381278879118,MERCEDES-BENZ,CLS 350,16,9,1,5,3.5,211288,6,2,2,4-5,0,1,6
1130,45473,906.8381278879118,FORD,Transit 350T,13,6,0,1,2.4 Turbo,290000,4,1,2,4-5,0,14,1
1131,31047,906.8381278879118,MERCEDES-BENZ,ML 350,10,4,1,1,3,124000,6,2,0,4-5,0,7,10
1132,49864,833.0,MERCEDES-BENZ,Vito,5,7,0,1,2.2,330000,4,1,2,2-3,0,1,6
1133,20385,333.0,FORD,Fusion,6,9,0,2,2,180800,4,0,1,4-5,0,14,8
1134,6429,1104.0,BMW,435,5,1,1,5,3,73362,6,0,0,2-3,0,1,12
1135,6586,906.8381278879118,OPEL,Vectra,21,9,0,0,1.8,0,4,1,1,4-5,0,12,6
1136,15677,906.8381278879118,FORD,Fiesta,4,9,0,5,1.6,74800,4,0,1,4-5,0,12,8
1137,13956,603.0,LEXUS,RX 450,5,4,1,2,3.5,143619,6,0,0,4-5,0,1,12
1138,15693,1141.0,JEEP,Compass,11,4,1,5,2.4,163866,4,0,1,4-5,0,11,4
1140,21012,640.0,FORD,Fusion,7,9,1,5,2.0 Turbo,137000,4,2,1,4-5,0,7,12
1142,23521,906.8381278879118,SUBARU,XV,7,4,1,2,2,800,6,0,0,4-5,1,14,6
1143,54048,382.0,TOYOTA,Aqua,3,10,1,2,1.5,9027,4,0,1,4-5,0,2,4
1145,194438,906.8381278879118,MERCEDES-BENZ,G 350,7,4,1,1,3.0 Turbo,94000,6,0,0,4-5,0,1,6
1146,13485,906.8381278879118,BMW,525,17,9,1,5,2.5,7777787,6,1,2,4-5,0,12,10
1147,7840,906.8381278879118,MITSUBISHI,Pajero,28,4,0,5,3,123000,6,1,0,2-3,0,12,0
1148,2500,906.8381278879118,MERCEDES-BENZ,E 220,27,1,0,5,2.2,450000,4,1,2,2-3,0,12,2
1149,2430,2151.0,LEXUS,GX 470,11,4,1,5,4.7,264339,8,0,0,4-5,0,1,0
1150,15053,906.8381278879118,TOYOTA,Prius,12,3,0,2,1.5,142000,4,3,1,4-5,0,0,4
1151,2500,906.8381278879118,MITSUBISHI,Outlander 2.0,16,4,1,0,2,223123,4,2,1,4-5,1,14,4
1152,19444,906.8381278879118,NISSAN,Juke,8,4,0,5,1.6 Turbo,100000,4,0,0,4-5,0,11,8
1153,8500,1148.0,VOLKSWAGEN,Polo,9,3,0,5,1.2 Turbo,81000,4,2,1,4-5,1,1,2
1158,4547,906.8381278879118,OPEL,Astra G,19,3,0,5,1.8,230000,4,0,1,4-5,1,2,2
1159,38822,382.0,HONDA,FIT,3,10,1,2,1.5,3474,4,0,1,4-5,0,2,4
1161,9408,531.0,HYUNDAI,Accent,8,3,1,1,1.6,60480,4,0,1,4-5,0,14,4
1162,75160,1156.0,FORD,Explorer,3,4,1,5,2.3,66901,4,0,1,4-5,0,2,4
1163,3763,906.8381278879118,MITSUBISHI,Delica,24,7,0,5,2.4,111000,4,0,2,2-3,0,6,2
1165,20385,584.0,VOLKSWAGEN,Passat,6,9,1,5,1.8 Turbo,108000,4,2,1,4-5,0,1,12
1166,6429,1028.0,PORSCHE,911,7,1,1,5,3.4,94010,6,0,2,2-3,0,1,12
1167,17249,779.0,VOLKSWAGEN,Passat,7,9,1,5,2.5,90000,5,2,1,4-5,0,12,10
1168,17876,585.0,VOLKSWAGEN,Passat,7,9,1,5,1.8 Turbo,80000,4,2,1,4-5,0,7,8
1169,24709,707.0,SSANGYONG,REXTON,9,4,1,1,2,113368,4,0,1,4-5,0,14,4
1170,15053,584.0,HYUNDAI,Elantra,6,9,0,5,1.8,990000,4,2,1,4-5,0,12,6
1171,49237,730.0,HYUNDAI,Tucson,4,4,1,5,1.6,27000,4,2,0,4-5,0,14,12
1173,16621,761.0,TOYOTA,Prius,10,3,0,2,1.8,150000,4,0,1,4-5,0,1,12
1176,39201,1714.0,MERCEDES-BENZ,GLE 350,3,4,1,5,3.5,95541,6,0,2,4-5,0,1,0
1177,21410,642.0,CHEVROLET,Malibu,8,9,1,5,2,131082,4,0,1,4-5,0,12,4
1178,24029,1099.0,SSANGYONG,REXTON,10,4,1,1,2.7,151949,4,0,1,4-5,0,1,4
1179,133284,690.0,LEXUS,RX 450,4,4,1,2,3.5,55000,6,2,0,4-5,0,1,12
1180,26657,1197.0,NISSAN,Pathfinder,8,4,1,5,4,170000,4,0,0,4-5,0,1,12
1181,41867,382.0,HONDA,FIT,3,10,1,2,1.5,29220,4,0,1,4-5,0,1,4
1182,44608,891.0,HYUNDAI,Sonata,4,9,1,5,2,63687,4,0,1,4-5,0,7,4
1183,37066,880.0,HYUNDAI,Elantra,2,9,1,5,1.6,20388,4,0,1,4-5,0,14,4
1184,7683,642.0,HYUNDAI,Sonata,8,9,1,4,2,91416,4,0,1,4-5,0,12,4
1185,21953,906.8381278879118,TOYOTA,Prius,8,3,0,2,1.8,68000,4,2,1,4-5,0,12,12
1186,1803,502.0,TOYOTA,Prius,7,3,1,2,1.5,197854,4,0,1,4-5,0,1,12
1187,3763,629.0,NISSAN,Juke,5,4,1,5,1.6,88475,4,0,0,4-5,0,14,0
1188,14113,697.0,VOLKSWAGEN,Jetta,5,9,1,5,1.8,45605,4,0,1,4-5,0,14,0
1189,19416,1099.0,SSANGYONG,REXTON,10,4,1,1,2.7,98164,4,0,1,4-5,0,14,4
1190,26657,906.8381278879118,TOYOTA,Camry,8,9,1,5,2.5,166400,4,2,1,4-5,0,7,8
1191,11917,906.8381278879118,HONDA,Insight,11,3,0,5,1.3,138684,4,3,1,4-5,0,12,6
1192,34184,765.0,MERCEDES-BENZ,CLA 250,5,1,1,5,2.0 Turbo,43000,5,2,0,4-5,0,11,10
1193,13799,724.0,OPEL,Zafira,10,7,0,1,1.7 Turbo,176000,4,1,1,4-5,0,12,10
1194,2195,906.8381278879118,NISSAN,March,22,3,0,5,1,157000,4,0,1,4-5,1,1,2
1195,5758,447.0,HONDA,FIT,7,3,1,2,1.3,116581,4,0,1,4-5,0,12,4
1196,4547,490.0,HONDA,Insight,9,3,0,2,1.3,150000,4,0,1,4-5,0,4,10
1197,11149,906.8381278879118,TOYOTA,Ist 1.5,18,3,0,5,1.5,111111,4,0,1,4-5,1,1,2
1198,20228,890.0,KIA,Optima,4,9,1,5,2,29112,4,0,1,4-5,0,14,4
1199,11133,1714.0,TOYOTA,Sienna,3,9,1,5,3.5,109981,6,0,1,4-5,0,12,12
1200,29793,528.0,MINI,Countryman,6,4,1,5,1.6 Turbo,51700,4,2,1,4-5,0,11,12
1201,43868,765.0,SSANGYONG,REXTON,5,4,1,1,2,61551,4,0,1,4-5,0,1,4
1202,4704,906.8381278879118,VAZ,2107,14,9,0,5,1.5,131000,4,1,2,4-5,0,14,0
1203,9418,765.0,HYUNDAI,Sonata,5,9,1,4,2,43514,4,0,1,4-5,0,14,4
1204,8467,906.8381278879118,NISSAN,Note,15,9,0,5,1.5,16302,3,0,1,4-5,1,14,4
1206,13485,906.8381278879118,NISSAN,Pathfinder,14,4,1,5,4,188200,6,0,0,4-5,0,12,12
1207,7683,906.8381278879118,NISSAN,Serena,18,7,0,0,2.5,170000,4,0,1,4-5,1,14,6
1208,10976,765.0,HYUNDAI,Sonata,5,9,1,4,2,571321,4,0,1,4-5,0,14,4
1209,22894,906.8381278879118,TOYOTA,Prius,7,3,0,2,1.8,63186,4,3,1,4-5,0,14,12
1210,7840,906.8381278879118,OPEL,Astra,22,3,0,5,1.6,200000,4,1,1,4-5,0,2,2
1211,5739,761.0,DAEWOO,Lacetti,10,9,1,5,1.8,86382,4,0,1,4-5,0,12,4
1212,10515,639.0,HYUNDAI,Sonata,6,9,1,4,2,60850,4,0,1,4-5,0,12,4
1213,8154,906.8381278879118,MITSUBISHI,Airtrek,19,10,1,4,2.4,140000,4,2,0,4-5,1,12,6
1214,14113,1024.0,FORD,Fusion,10,9,0,2,2.5,68200,4,0,1,4-5,0,1,12
1215,35902,777.0,HYUNDAI,H1,6,7,1,1,2.5,169109,4,0,1,4-5,0,15,4
1216,14115,906.8381278879118,HONDA,FIT,10,3,0,5,1.3,147857,4,0,1,4-5,1,2,4
1217,5331,906.8381278879118,TOYOTA,Harrier,22,4,0,5,3,220000,6,0,1,4-5,1,1,4
1218,73620,1079.0,HYUNDAI,Sonata,2,9,1,5,2,51106,4,0,1,4-5,0,14,4
1219,38445,696.0,JAGUAR,XF,7,9,1,1,2.2,71201,4,0,1,4-5,0,14,4
1220,26657,906.8381278879118,FORD,Mustang,10,1,0,5,3.7,160000,6,0,2,2-3,0,1,12
1221,15210,1347.0,HYUNDAI,H1,12,7,1,1,2.5,65625,4,0,1,4-5,0,12,4
1222,51746,906.8381278879118,KIA,Ceed,1,10,0,5,1.6,4000,4,0,1,4-5,0,14,5
1223,43592,906.8381278879118,BMW,X6 M,11,9,1,5,3.0 Turbo,170000,6,2,0,4-5,0,1,12
1225,627220,906.8381278879118,MERCEDES-BENZ,G 65 AMG 63AMG,0,4,1,5,6.3 Turbo,0,8,2,0,4-5,0,1,12
1226,44134,730.0,SSANGYONG,Actyon,4,4,1,1,1.6,35398,4,0,1,4-5,0,2,4
1229,21953,779.0,TOYOTA,Camry se,7,9,1,5,2.5,115123,4,2,1,4-5,0,1,12
1230,4391,1705.0,SSANGYONG,Kyron,13,4,1,1,2.7,74944,4,0,1,4-5,0,14,4
1231,21953,505.0,MITSUBISHI,Outlander,2,4,1,2,2,59674,4,0,0,4-5,0,1,12
1232,29793,1077.0,HYUNDAI,Elantra,1,9,1,5,2,33693,4,0,1,4-5,0,12,12
1234,10820,906.8381278879118,SKODA,Octavia,11,9,0,5,1.6,157000,4,1,1,4-5,0,14,8
1235,2352,353.0,TOYOTA,Prius,5,3,1,2,1.8,236898,4,0,1,4-5,0,14,12
1236,6899,642.0,HYUNDAI,Sonata,8,9,1,4,2,85471,4,0,1,4-5,0,12,4
1237,19444,765.0,SUBARU,XV,5,4,1,5,2,250005,4,0,0,4-5,0,1,0
1238,20385,781.0,TOYOTA,Camry,8,9,0,2,2.5,120000,4,0,1,4-5,0,4,6
1239,4861,924.0,TOYOTA,Corolla,3,9,1,5,1.8,22989,4,0,1,4-5,0,12,12
1240,5927,789.0,CHEVROLET,Cruze,11,9,1,5,1.6,53434,4,0,1,4-5,0,1,4
1241,27911,2959.0,TOYOTA,Sequoia,12,4,1,5,5.7,244800,8,2,1,4-5,0,1,9
1242,7840,906.8381278879118,MITSUBISHI,Pajero,20,4,0,0,3.5,287745,6,0,0,4-5,1,12,4
1243,10663,906.8381278879118,VOLKSWAGEN,Passat,14,9,1,5,2.0 Turbo,200000,4,2,1,4-5,0,1,6
1244,5488,1077.0,TOYOTA,CHR,1,4,1,5,2,78424,4,0,1,4-5,0,11,12
1245,13485,765.0,MAZDA,Mazda 3 SPORT,5,3,0,5,2,67825,4,0,1,4-5,0,12,8
1246,21326,531.0,NISSAN,Juke,8,4,0,5,1.6,95000,4,0,1,4-5,0,14,12
1247,12544,761.0,TOYOTA,Prius,10,3,0,2,1.8,124568,4,3,1,4-5,0,14,9
1249,9408,906.8381278879118,TOYOTA,Ipsum,16,7,0,5,2.4,195000,4,0,1,4-5,1,1,0
1250,10820,585.0,TOYOTA,Prius,7,3,0,2,1.8,281600,4,3,1,4-5,0,2,8
1251,34406,880.0,HYUNDAI,Elantra,2,9,1,5,1.6,36470,4,0,1,4-5,0,7,4
1253,35140,891.0,HYUNDAI,Tucson,4,4,1,1,2,125230,4,0,1,4-5,0,1,4
1254,14113,906.8381278879118,LAND ROVER,Range Rover,24,4,1,1,2.5 Turbo,888888,4,1,0,4-5,0,2,0
1256,22502,503.0,TOYOTA,Aqua,8,3,1,5,1.5,28000,4,0,1,4-5,0,12,4
1257,4234,640.0,HYUNDAI,Sonata,7,9,1,5,2,232982,4,0,1,4-5,0,7,12
1258,40769,906.8381278879118,TOYOTA,RAV 4,5,4,0,5,2.5,60800,4,2,0,4-5,0,7,8
1259,47042,518.0,TOYOTA,RAV 4,4,4,0,2,2.5,30402,4,3,0,4-5,0,2,6
1260,10976,906.8381278879118,JEEP,Grand Cherokee,15,4,1,5,3.7,185000,6,2,0,>5,0,12,6
1261,50767,1172.0,FORD,Explorer,9,4,1,5,3.5,100741,4,0,1,4-5,0,1,4
1262,15649,1024.0,HYUNDAI,H1,10,7,1,1,2.5,45252,4,0,1,4-5,0,14,4
1263,2901,777.0,FORD,Fusion,6,9,1,5,2.5,182963,4,0,1,4-5,0,1,12
1264,30107,906.8381278879118,HYUNDAI,IX35,9,4,0,5,2,52000,4,0,0,4-5,0,1,6
1265,106627,906.8381278879118,BMW,X6,5,4,1,1,3.5 Turbo,150000,6,2,0,>5,0,1,12
1266,18240,1099.0,SSANGYONG,REXTON,10,4,1,1,2.7,145221,4,0,1,4-5,0,1,4
1267,9722,906.8381278879118,HONDA,Cr-v,18,4,0,5,2,168000,4,1,0,4-5,1,6,4
1268,10036,906.8381278879118,NISSAN,Tiida 2008,12,9,0,5,1.5,167000,4,0,1,4-5,1,14,8
1269,16935,906.8381278879118,HYUNDAI,Elantra,8,9,0,5,1.8,108000,4,0,2,4-5,0,12,8
1271,10976,906.8381278879118,NISSAN,X-Terra,17,4,0,0,3.3,300000,6,1,0,4-5,0,12,2
1272,53314,906.8381278879118,KIA,Sportage,4,4,1,1,2.0 Turbo,27000,4,2,1,4-5,0,1,8
1273,7997,642.0,VOLKSWAGEN,Jetta,8,9,0,5,2,66098,4,2,1,4-5,0,12,12
1274,16621,906.8381278879118,FORD,Fiesta,5,9,0,5,1.6,56199,4,0,1,4-5,0,11,12
1276,18124,707.0,HYUNDAI,Genesis,9,1,1,5,2,160000,4,0,1,4-5,0,1,4
1277,6269,461.0,KIA,Picanto,10,9,1,5,1,12000,3,0,1,4-5,0,14,4
1278,51746,1327.0,TOYOTA,Camry,2,9,1,5,2.5,17000,6,0,1,4-5,0,1,12
1279,3763,779.0,TOYOTA,Camry,7,9,1,2,2.5,124912,4,0,1,4-5,0,14,12
1280,14740,765.0,HYUNDAI,Sonata,5,9,1,4,2,50534,4,0,1,4-5,0,12,4
1281,16621,629.0,HYUNDAI,Elantra,5,9,1,5,1.6,135378,4,0,1,4-5,0,14,4
1282,20846,730.0,CHEVROLET,Orlando,4,4,1,1,1.6,148101,4,0,1,4-5,0,7,4
1283,3763,906.8381278879118,FORD,Escape,17,4,0,5,3,0,6,0,1,4-5,0,7,0
1284,12143,642.0,HYUNDAI,Sonata,8,9,1,4,2,255800,4,0,1,4-5,0,12,4
1285,8781,1719.0,MITSUBISHI,Minica,24,8,0,5,0.7,60600,3,1,0,2-3,1,14,0
1286,14113,906.8381278879118,TOYOTA,Aqua,7,3,0,2,1.5,100000,4,3,1,4-5,1,14,6
1287,17249,761.0,TOYOTA,Prius,10,9,0,2,1.8,165000,4,0,1,4-5,0,1,12
1289,30740,831.0,HYUNDAI,Elantra,3,9,1,5,1.6,88400,4,0,1,4-5,0,14,4
1290,15132,836.0,HYUNDAI,Sonata,10,9,1,5,2,179307,4,0,1,4-5,0,12,4
1291,9565,1058.0,TOYOTA,Highlander,8,4,1,5,3.5,285186,6,0,1,4-5,0,7,12
1292,3763,531.0,NISSAN,Juke,8,4,1,5,1.6,173576,4,0,0,4-5,0,11,0
1294,3136,891.0,BMW,328,4,9,1,5,2,51930,4,0,2,4-5,0,1,12
1295,17876,585.0,NISSAN,Sentra,7,9,0,5,1.8,134400,4,0,1,4-5,0,4,8
1296,9832,645.0,CHEVROLET,Cruze,9,9,1,5,1.8,170872,4,0,1,4-5,0,7,4
1297,52696,831.0,HYUNDAI,Tucson,3,4,1,5,1.6,44844,4,0,1,4-5,0,1,4
1299,67404,1079.0,HYUNDAI,Sonata,2,9,1,5,2,40808,4,0,1,4-5,0,1,4
1300,28225,2858.0,MERCEDES-BENZ,GL 550,12,4,1,5,5.5,134000,8,2,0,4-5,0,1,12
1301,29479,584.0,MERCEDES-BENZ,C 250,6,9,1,5,1.8 Turbo,85000,4,0,2,4-5,0,12,8
1303,1882,1053.0,MERCEDES-BENZ,E 350,6,9,1,1,3.5,146395,6,0,2,4-5,0,7,12
1304,10663,906.8381278879118,MITSUBISHI,Airtrek,16,10,0,0,2,150000,4,0,0,4-5,0,14,4
1305,36065,397.0,TOYOTA,Prius,4,9,1,2,1.8,158000,4,0,1,4-5,0,7,12
1306,23521,781.0,TOYOTA,Camry,8,9,1,5,2.5,91000,4,0,1,4-5,0,1,10
1308,3763,779.0,TOYOTA,Camry,7,9,1,2,2.5,124912,4,0,1,4-5,0,14,12
1309,5331,906.8381278879118,OPEL,Combo,17,2,0,1,1.7 Turbo,111111,4,1,1,2-3,0,14,2
1310,2274,761.0,TOYOTA,Prius,10,3,1,2,1.8,288891,4,0,1,4-5,0,7,12
1311,2038,1172.0,MERCEDES-BENZ,ML 350,9,4,1,1,3.5,186542,6,0,0,4-5,0,14,12
1312,4234,1249.0,NISSAN,Frontier,3,9,1,5,2.5,33899,4,0,2,4-5,0,7,12
1313,13328,1399.0,LEXUS,RX 450,10,4,1,2,3.5,186005,6,0,0,4-5,0,12,12
1314,35752,3156.0,GMC,Yukon,1,9,1,5,6.2,11325,8,0,1,4-5,0,14,12
1315,19444,831.0,MITSUBISHI,Outlander,9,4,0,5,2.4,141000,4,2,1,4-5,0,12,16
1316,74796,830.0,HONDA,Civic,1,3,1,5,1.5,12000,4,0,1,4-5,0,1,4
1317,16151,781.0,CHEVROLET,Cruze LT,2,9,0,5,1.4 Turbo,33548,4,0,1,4-5,0,12,8
1318,45210,877.0,HYUNDAI,Tucson,3,4,1,1,1.7,16431,4,0,1,4-5,0,14,4
1319,14294,642.0,CHEVROLET,Orlando,8,4,1,1,2,258076,4,0,1,4-5,0,14,4
1320,14166,531.0,HYUNDAI,Elantra,8,9,1,5,1.6,170713,4,0,1,4-5,0,14,4
1321,9408,790.0,FORD,Focus,11,2,0,1,1.6 Turbo,230000,6,1,1,4-5,0,2,0
1322,7840,906.8381278879118,NISSAN,Teana,16,9,0,5,2.3,230000,6,0,1,4-5,0,14,4
1325,48873,891.0,HYUNDAI,Sonata,4,9,1,5,2,33555,4,0,1,4-5,0,7,4
1327,10976,906.8381278879118,HONDA,Odyssey,14,7,1,4,3.5,280000,6,0,1,4-5,0,7,14
1328,9252,761.0,TOYOTA,Prius,10,3,1,2,1.8,98768,4,0,1,4-5,0,14,12
1329,17249,629.0,HYUNDAI,Accent,5,9,0,5,1.6,144000,4,0,1,>5,0,7,0
1330,20385,779.0,TOYOTA,Camry,7,9,0,5,2.5,22400,5,2,1,4-5,0,14,8
1331,12231,906.8381278879118,HONDA,FIT,8,3,0,2,1.3,147000,4,0,1,4-5,1,12,8
1332,24462,906.8381278879118,MERCEDES-BENZ,C 250,8,9,1,5,1.8 Turbo,105000,4,0,2,4-5,0,13,12
1333,19757,906.8381278879118,TOYOTA,Prius C,8,9,1,2,1.5,83200,4,0,1,4-5,0,7,8
1334,1490,1055.0,NISSAN,Altima,7,9,1,5,3.5,130877,6,0,1,4-5,0,14,12
1336,33823,831.0,SSANGYONG,Actyon,3,4,1,5,1.6,80425,4,0,1,4-5,0,14,4
1339,13589,836.0,HYUNDAI,Sonata,10,9,1,5,2,82764,4,0,1,4-5,0,1,4
1341,24462,906.8381278879118,HYUNDAI,Sonata,6,9,1,2,2.4,104000,4,2,1,4-5,0,12,6
1342,53941,891.0,MERCEDES-BENZ,GLA 250,4,4,1,5,2.0 Turbo,87091,4,2,1,4-5,0,7,10
1345,34905,891.0,HYUNDAI,Tucson,4,4,1,1,2,108782,4,0,1,4-5,0,12,4
1346,11917,906.8381278879118,BMW,325 CI,16,0,1,5,2.5,174000,6,2,2,2-3,0,12,6
1347,17249,583.0,NISSAN,Juke,9,4,0,5,1.6 Turbo,158000,4,3,0,4-5,0,1,4
1350,11290,583.0,HYUNDAI,I30,9,3,1,1,1.6,51859,4,0,1,4-5,0,12,4
1352,15681,2177.0,BMW,335,14,1,1,5,3,46656,6,2,2,2-3,0,4,10
1353,5018,790.0,DAEWOO,Lacetti,11,9,1,5,1.6,159634,4,0,1,4-5,0,12,4
1354,30750,777.0,HYUNDAI,H1,6,7,1,1,2.5,146216,4,0,1,4-5,0,12,4
1355,15681,900.0,KIA,Optima,5,9,0,5,2.4,68000,4,2,1,4-5,0,7,10
1356,12140,1047.0,HYUNDAI,Elantra,13,9,1,5,1.6,176869,4,0,1,4-5,0,12,4
1357,3700,906.8381278879118,MERCEDES-BENZ,Smart,15,3,0,5,1.5,100000,4,0,1,4-5,1,14,5
1358,44533,906.8381278879118,TOYOTA,CHR,3,4,0,5,2,56000,8,2,1,4-5,0,2,0
1360,6272,906.8381278879118,MERCEDES-BENZ,A 190,15,9,1,5,1.9,122000,4,2,1,4-5,0,6,4
1361,20698,1055.0,MERCEDES-BENZ,E 350,7,1,1,5,3.5,66500,6,0,2,2-3,0,4,12
1363,8154,777.0,TOYOTA,Camry,6,9,1,5,2.5,53310,4,0,1,4-5,0,1,12
1364,81539,1935.0,LEXUS,GX 460,4,4,1,5,4.6,155976,8,0,0,4-5,0,14,0
1365,24462,906.8381278879118,HYUNDAI,Santa FE,10,9,0,5,2.4,170000,4,2,1,4-5,0,12,10
1366,8467,906.8381278879118,NISSAN,Altima,14,9,0,5,2.5,160000,6,0,1,4-5,0,1,6
1367,18189,697.0,VOLKSWAGEN,Jetta სპორტ,5,9,1,5,1.8 Turbo,76800,4,2,1,4-5,0,7,8
1368,7527,1848.0,MERCEDES-BENZ,E 220,24,9,0,1,2.2,380000,4,1,2,4-5,0,6,4
1369,19444,697.0,TOYOTA,Corolla LE,5,9,0,5,1.8,68221,4,0,1,4-5,0,14,6
1371,7683,765.0,BMW,428,5,9,1,5,2,0,4,0,2,4-5,0,14,12
1373,1098,394.0,TOYOTA,Camry,6,9,1,2,2.5,398069,4,0,1,4-5,0,1,12
1374,20005,583.0,HYUNDAI,Elantra,9,9,1,5,1.6,115934,4,0,1,4-5,0,1,4
1375,10381,790.0,CHEVROLET,Lacetti,11,9,1,5,1.6,132000,4,0,1,4-5,0,7,4
1376,15681,891.0,HYUNDAI,Sonata,4,9,1,4,2,235261,4,0,1,4-5,0,12,4
1377,11917,531.0,HYUNDAI,Elantra,8,9,1,5,1.6,130658,4,0,1,4-5,0,14,4
1378,20071,1172.0,BMW,X5,9,4,1,5,3.5 Turbo,176080,4,2,0,4-5,0,1,12
1379,19416,640.0,SSANGYONG,Korando,7,4,1,1,2,154162,4,0,1,4-5,0,2,4
1380,20385,906.8381278879118,TOYOTA,Prius,6,3,1,2,1.8,49000,4,0,1,4-5,0,12,12
1381,20071,730.0,HYUNDAI,Elantra,4,9,1,4,1.6,27477,4,0,1,4-5,0,7,4
1382,13962,707.0,HYUNDAI,Santa FE,9,4,1,1,2,240250,4,0,1,4-5,0,12,4
1383,61471,784.0,HONDA,Civic,3,3,1,5,1.5,41018,4,0,1,4-5,0,14,4
1384,17844,503.0,TOYOTA,Aqua,8,3,1,5,1.5,112000,4,0,1,4-5,0,11,4
1385,7527,1236.0,HONDA,FIT,9,9,0,2,1.3,122233,4,3,1,4-5,1,2,0
1386,1098,394.0,TOYOTA,Camry,6,9,1,2,2.5,398069,4,0,1,4-5,0,1,12
1387,43905,919.0,MERCEDES-BENZ,ML 350,8,4,1,1,3,179520,6,0,0,4-5,0,2,8
1388,20244,639.0,SSANGYONG,Korando,6,4,1,1,2,42202,4,0,1,4-5,0,7,4
1389,9408,777.0,FORD,Transit Connect ბენზინი,6,2,0,5,2.5,200968,4,2,1,4-5,0,14,4
1390,10958,586.0,CHEVROLET,Cruze,8,9,1,5,1.8,156779,4,0,1,4-5,0,1,4
1392,21181,707.0,HYUNDAI,Tucson,9,4,1,1,2,114000,4,0,1,4-5,0,7,4
1393,39829,1811.0,LEXUS,GX 460,10,4,1,5,4.6,155821,8,0,0,4-5,0,1,0
1394,15994,906.8381278879118,HONDA,Cr-v,15,4,0,5,2.4,125000,4,1,0,4-5,0,1,6
1395,14269,586.0,TOYOTA,Prius,8,3,0,2,1.8,233562,4,0,1,4-5,0,12,8
1396,3763,640.0,FORD,Fusion,7,9,1,2,2,320554,4,0,1,4-5,0,14,0
1397,3000,906.8381278879118,VOLKSWAGEN,Golf,21,3,0,5,1.4,217000,4,1,1,4-5,0,2,2
1398,31581,777.0,HYUNDAI,H1,6,7,1,1,2.5,96893,4,0,1,4-5,0,12,4
1399,23207,906.8381278879118,TOYOTA,Prius,7,3,0,2,1.8,72000,4,0,1,4-5,0,14,12
1400,6500,906.8381278879118,MERCEDES-BENZ,C 180,24,9,0,5,1.8,230000,4,1,2,4-5,0,11,2
1401,131308,1968.0,HYUNDAI,Santa FE,1,4,1,5,3.8,21281,4,0,1,4-5,0,14,4
1404,9095,906.8381278879118,BMW,328,18,9,0,5,2.8,55556665,6,1,2,4-5,0,12,6
1405,16935,1481.0,BMW,X5,3,4,1,5,3,81658,6,0,0,4-5,0,14,12
1406,3136,259.0,CHEVROLET,Volt,6,3,1,2,1.4,112123,4,0,1,4-5,0,12,12
1407,15681,1811.0,LEXUS,GX 460,10,4,1,5,4.6,275240,8,0,0,4-5,0,12,0
1408,20636,640.0,HYUNDAI,Tucson,7,4,1,1,2,64259,4,0,1,4-5,0,7,4
1409,25402,751.0,KIA,Sorento,7,4,0,5,2.4,208077,4,0,1,4-5,0,12,7
1410,19914,891.0,HYUNDAI,Sonata,4,9,1,4,2,410884,4,0,1,4-5,0,14,4
1411,21953,891.0,HYUNDAI,Elantra limited,4,9,1,5,2,17600,4,2,1,4-5,0,1,6
